GeneSymbol,PhenotypeList,MIM_Number
GABRA1,"Epilepsy, childhood absence 4;Epilepsy, idiopathic generalized, susceptibility to, 13;Idiopathic generalized epilepsy|Inborn genetic diseases|Developmental and epileptic encephalopathy, 19;Epilepsy, childhood absence 4;Juvenile myoclonic epilepsy",137160
NPRL3,"Epilepsy, familial focal, with variable foci 3|Familial cancer of breast",600928
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|Encephalopathy due to GLUT1 deficiency|not provided|Dystonia 9|Epilepsy, idiopathic generalized, susceptibility to, 12|Hereditary cryohydrocytosis with reduced stomatin|Childhood onset GLUT1 deficiency syndrome 2",138140
SCN8A,Developmental and epileptic encephalopathy|Developmental disorder,600702
GABRG2,"Febrile seizures, familial, 8;EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2|not provided|Inborn genetic diseases",137164
TSC1,Tuberous sclerosis 1|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II;Tuberous sclerosis 1;Lymphangiomyomatosis,605284
TSC2,TSC2-related disorder|Tuberous sclerosis 2|not provided,191092
MECP2,Severe neonatal-onset encephalopathy with microcephaly|Developmental disorder,300005
KCNQ2,Developmental and epileptic encephalopathy|Neonatal encephalopathy,602235
SCN2A,"Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Developmental and epileptic encephalopathy, 11|SCN2A-related disorder",182390
SCN9A,"Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|Lung cancer",603415
TSC1,Tuberous sclerosis 1|Lymphangiomyomatosis;Tuberous sclerosis 1;Isolated focal cortical dysplasia type II|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome,605284
SCN9A,"Generalized epilepsy with febrile seizures plus, type 7;Neuropathy, hereditary sensory and autonomic, type 2A|Small fiber neuropathy;Channelopathy-associated congenital insensitivity to pain, autosomal recessive;Paroxysmal extreme pain disorder;Primary erythromelalgia;Generalized epilepsy with febrile seizures plus",603415
MECP2,MECP2-related disorder|Severe neonatal-onset encephalopathy with microcephaly,300005
SCN8A,Inborn genetic diseases|Cognitive impairment with or without cerebellar ataxia,600702
TBC1D24,"Inborn genetic diseases|Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1",613577
CDKL5,"Inborn genetic diseases|Thyroid cancer, nonmedullary, 1",300203
NPRL3,Inborn genetic diseases,600928
SCN1A,Inborn genetic diseases|not specified,182389
DEPDC5,Inborn genetic diseases|Focal epilepsy|Familial focal epilepsy with variable foci,614191
SCN2A,Inborn genetic diseases|not provided,182390
NPRL3,"Inborn genetic diseases|Epilepsy, familial focal, with variable foci 3",600928
TBC1D24,Autosomal dominant nonsyndromic hearing loss 65,613577
TSC2,not provided|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II,191092
TSC1,not provided|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II|Tuberous sclerosis 1,605284
CDKL5,Developmental delay,300203
MECP2,not provided|Syndromic X-linked intellectual disability Lubs type,300005
CHD2,Autism spectrum disorder|Developmental and epileptic encephalopathy 94,602119
CHD2,Autism spectrum disorder,602119
MECP2,Autism spectrum disorder,300005
FOXG1,Autism spectrum disorder,164874
KCNQ2,Autism spectrum disorder,602235
SCN2A,Autism spectrum disorder,182390
PCDH19,Autism spectrum disorder,300460
SCN1A,"Migraine, familial hemiplegic, 3;Developmental and epileptic encephalopathy 6B;Generalized epilepsy with febrile seizures plus, type 2;Severe myoclonic epilepsy in infancy|not provided",182389
TSC1,Keratoconus|Tuberous sclerosis syndrome,605284
DEPDC5,not provided|Lung cancer,614191
SCN2A,"Developmental and epileptic encephalopathy, 11|not provided|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11",182390
GABRA1,"Developmental and epileptic encephalopathy, 19|Idiopathic generalized epilepsy;Epilepsy, idiopathic generalized, susceptibility to, 13;Epilepsy, childhood absence 4",137160
SCN8A,"Seizures, benign familial infantile, 5|Cognitive impairment with or without cerebellar ataxia|Myoclonus, familial, 2|Developmental and epileptic encephalopathy, 13|Developmental and epileptic encephalopathy",600702
TSC2,Tuberous sclerosis 2;Tuberous sclerosis syndrome,191092
SCN1A,not provided|Developmental and epileptic encephalopathy 6B;Severe myoclonic epilepsy in infancy,182389
KCNQ2,Neonatal encephalopathy,602235
SCN2A,not provided|9 conditions,182390
TSC2,Ovarian cancer,191092
TSC1,Tuberous sclerosis syndrome|Ovarian cancer,605284
TSC1,Ovarian cancer,605284
SLC6A1,See cases|Epilepsy with myoclonic atonic seizures,137165
KCNQ2,Autosomal dominant epilepsy,602235
DEPDC5,Autosomal dominant epilepsy|Focal epilepsy,614191
SCN1A,Developmental and epileptic encephalopathy 6B|Developmental and epileptic encephalopathy|Severe myoclonic epilepsy in infancy,182389
TSC2,Hereditary cancer-predisposing syndrome|Familial cancer of breast,191092
TSC2,Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
TSC1,Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II,605284
TSC1,Hereditary cancer-predisposing syndrome|not provided,605284
TSC2,Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome,191092
FOXG1,"Inborn genetic diseases|Rett syndrome, congenital variant|not provided|FOXG1 disorder",164874
ARX,Aicardi syndrome,300382
MECP2,"not provided|Syndromic X-linked intellectual disability Lubs type;Rett syndrome;X-linked intellectual disability-psychosis-macroorchidism syndrome;Autism, susceptibility to, X-linked 3;Severe neonatal-onset encephalopathy with microcephaly",300005
GABRA1,"not provided|Epilepsy, childhood absence 4;Idiopathic generalized epilepsy;Epilepsy, idiopathic generalized, susceptibility to, 13",137160
SCN8A,"Cognitive impairment with or without cerebellar ataxia|Developmental and epileptic encephalopathy, 13",600702
ARX,"Intellectual disability, X-linked, with or without seizures, ARX-related;Corpus callosum agenesis-abnormal genitalia syndrome;Developmental and epileptic encephalopathy, 1;X-linked lissencephaly with abnormal genitalia;Partington syndrome",300382
SCN1A,"Generalized epilepsy with febrile seizures plus, type 2;Developmental and epileptic encephalopathy 6B;Severe myoclonic epilepsy in infancy;Migraine, familial hemiplegic, 3",182389
SCN8A,"Cognitive impairment with or without cerebellar ataxia;Seizures, benign familial infantile, 5;Developmental and epileptic encephalopathy, 13;Myoclonus, familial, 2",600702
SCN2A,"Epileptic encephalopathy, infantile or early childhood",182390
SCN1A,Severe myoclonic epilepsy in infancy|not specified|Inborn genetic diseases,182389
SCN9A,"Channelopathy-associated congenital insensitivity to pain, autosomal recessive;Primary erythromelalgia;Paroxysmal extreme pain disorder",603415
PRRT2,"not provided|Episodic kinesigenic dyskinesia 1;Seizures, benign familial infantile, 2;Infantile convulsions and choreoathetosis",614386
SCN2A,9 conditions,182390
TBC1D24,not provided|Inborn genetic diseases,613577
SCN1A,Severe myoclonic epilepsy in infancy|SCN1A-related disorder,182389
TBC1D24,not provided|TBC1D24-related disorder|Autosomal recessive nonsyndromic hearing loss 86,613577
TSC1,Hereditary cancer-predisposing syndrome|Squamous cell lung carcinoma,605284
KCNQ2,Complex neurodevelopmental disorder|not provided,602235
KCNQ2,Complex neurodevelopmental disorder|KCNQ2-related disorder,602235
KCNQ2,Complex neurodevelopmental disorder|Developmental and epileptic encephalopathy,602235
SCN8A,"Developmental and epileptic encephalopathy, 13;Cognitive impairment with or without cerebellar ataxia",600702
CHD2,"Developmental and epileptic encephalopathy, 1|not provided|Developmental and epileptic encephalopathy 94",602119
SCN1A,"Developmental and epileptic encephalopathy, 6A",182389
CDKL5,Autism,300203
DEPDC5,"Familial focal epilepsy with variable foci|not provided|Epilepsy, familial focal, with variable foci 1|Epilepsy, familial focal, with variable foci 1;Developmental and epileptic encephalopathy 111",614191
SCN8A,"not provided|Cognitive impairment with or without cerebellar ataxia|Seizures, benign familial infantile, 5|Myoclonus, familial, 2|Developmental and epileptic encephalopathy, 13|Developmental and epileptic encephalopathy",600702
SCN1A,"Generalized epilepsy with febrile seizures plus, type 2;Developmental and epileptic encephalopathy 6B;Severe myoclonic epilepsy in infancy",182389
SCN1A,"Generalized epilepsy with febrile seizures plus, type 2|SCN1A-related disorder",182389
SCN2A,SCN2A-related disorder,182390
TBC1D24,"Developmental and epileptic encephalopathy, 16|Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome|DOORS syndrome;Familial infantile myoclonic epilepsy;Malignant migrating partial seizures of infancy",613577
SCN8A,"Developmental and epileptic encephalopathy, 64",600702
SLC2A1,"Dystonia 9|GLUT1 deficiency syndrome 1, autosomal recessive",138140
DEPDC5,Inborn genetic diseases|Familial cancer of breast,614191
KCNQ2,Neurodevelopmental disorder|Developmental and epileptic encephalopathy,602235
SLC6A1,Neurodevelopmental disorder,137165
PRRT2,"Infantile convulsions and choreoathetosis|Seizures, benign familial infantile, 2",614386
SCN3A,SCN3A-related disorder,182391
DEPDC5,DEPDC5-related disorder|Familial focal epilepsy with variable foci,614191
TBC1D24,"Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|TBC1D24-related disorder|Lung cancer",613577
CHD2,CHD2-related disorder,602119
TSC1,TSC1-related disorder,605284
FOXG1,FOXG1-related disorder,164874
DEPDC5,DEPDC5-related disorder,614191
PRRT2,not specified|PRRT2-related disorder,614386
CHD2,Developmental and epileptic encephalopathy 94|CHD2-related disorder|not specified,602119
STXBP1,STXBP1-related disorder|Developmental and epileptic encephalopathy,602926
SCN8A,SCN8A-related disorder|Developmental and epileptic encephalopathy,600702
PRRT2,PRRT2-related disorder|Inborn genetic diseases,614386
TSC2,TSC2-related disorder,191092
SLC6A1,SLC6A1-related disorder,137165
SCN1A,"Developmental and epileptic encephalopathy|SCN1A-related disorder|Generalized epilepsy with febrile seizures plus, type 2;Developmental and epileptic encephalopathy 6B;Severe myoclonic epilepsy in infancy;Migraine, familial hemiplegic, 3",182389
KCNQ3,KCNQ3-related disorder,602232
NPRL3,"NPRL3-related disorder|Epilepsy, familial focal, with variable foci 3",600928
ARX,ARX-related disorder|Inborn genetic diseases,300382
PRRT2,Episodic kinesigenic dyskinesia 1|PRRT2-related disorder,614386
STXBP1,STXBP1-related disorder,602926
GABRA1,GABRA1-related disorder,137160
PRRT2,PRRT2-related disorder,614386
TSC1,TSC1-related disorder|Tuberous sclerosis syndrome,605284
TSC1,TSC1-related disorder|Hereditary cancer-predisposing syndrome,605284
PCDH19,PCDH19-related disorder,300460
PRRT2,Episodic kinesigenic dyskinesia 1|Episodic kinesigenic dyskinesia,614386
NPRL3,not provided|Inborn genetic diseases,600928
DEPDC5,not provided|DEPDC5-related disorder|Uterine carcinosarcoma,614191
MECP2,"Autism, susceptibility to, X-linked 3",300005
TSC1,Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome,605284
TSC1,Isolated focal cortical dysplasia type II|Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome,605284
TSC1,not provided|Isolated focal cortical dysplasia type II,605284
TSC2,Isolated focal cortical dysplasia type II|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2,191092
TSC2,Isolated focal cortical dysplasia type II|not provided|Tuberous sclerosis 2,191092
TSC2,Tuberous sclerosis 2;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis|Isolated focal cortical dysplasia type II|Tuberous sclerosis 2,191092
TSC2,Isolated focal cortical dysplasia type II|Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|not provided,191092
SCN8A,Epileptic encephalopathy,600702
CDKL5,"West syndrome|Developmental and epileptic encephalopathy, 2",300203
GABRA1,Epileptic encephalopathy,137160
PCDH19,Epileptic encephalopathy,300460
SCN8A,Developmental and epileptic encephalopathy|Undetermined early-onset epileptic encephalopathy,600702
SLC6A1,not provided|Epilepsy with myoclonic atonic seizures|Inborn genetic diseases,137165
KCNQ3,KCNQ3-related disorder|Benign neonatal seizures,602232
PCDH19,"Developmental and epileptic encephalopathy, 9|Lung cancer",300460
CHD2,CHD2-related disorder|Developmental and epileptic encephalopathy 94,602119
SCN2A,"Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|SCN2A-related disorder|not provided",182390
TBC1D24,"Caused by mutation in the TBC1 domain family, member 24;Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65|Developmental and epileptic encephalopathy, 16|not provided",613577
GABRA1,"Epilepsy, childhood absence 4;Epilepsy, idiopathic generalized, susceptibility to, 13;Idiopathic generalized epilepsy|not specified",137160
GABRA1,"Epilepsy, idiopathic generalized, susceptibility to, 13;Idiopathic generalized epilepsy;Epilepsy, childhood absence 4|not provided",137160
SCN2A,"Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Seizures, benign familial infantile, 3",182390
SCN2A,"Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Episodic ataxia, type 9",182390
SCN9A,"Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|Uterine corpus endometrial carcinoma",603415
CDKL5,"Developmental and epileptic encephalopathy, 2;Angelman syndrome-like|Thyroid cancer, nonmedullary, 1|Nonpapillary renal cell carcinoma",300203
ALDH7A1,"Pyridoxine-dependent epilepsy|Thyroid cancer, nonmedullary, 1",107323
CHD2,Developmental and epileptic encephalopathy 94|Clear cell carcinoma of kidney,602119
TSC1,Tuberous sclerosis 1|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 1,605284
SCN1A,"Severe myoclonic epilepsy in infancy;Migraine, familial hemiplegic, 3;Generalized epilepsy with febrile seizures plus, type 2;Developmental and epileptic encephalopathy 6B",182389
SCN2A,"Episodic ataxia, type 9;Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3",182390
SCN8A,"Seizures, benign familial infantile, 5;Developmental and epileptic encephalopathy, 13;Cognitive impairment with or without cerebellar ataxia;Myoclonus, familial, 2",600702
MECP2,"Severe neonatal-onset encephalopathy with microcephaly;X-linked intellectual disability-psychosis-macroorchidism syndrome;Autism, susceptibility to, X-linked 3;Syndromic X-linked intellectual disability Lubs type;Rett syndrome",300005
ARX,ARX-related disorder,300382
GABRG2,GABRG2-related disorder|not provided,137164
TSC2,TSC2-related disorder|Tuberous sclerosis 2,191092
SCN9A,SCN9A-related disorder,603415
TBC1D24,"TBC1D24-related disorder|Caused by mutation in the TBC1 domain family, member 24;Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65",613577
GABRG2,GABRG2-related disorder,137164
TSC1,TSC1-related disorder|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 1|Tuberous sclerosis 1,605284
